"";"Horodateur";"Gender";"Age";"Country";"Highest level of education attained";"Have you ever been diving or snorkeling?";"How would you evaluate your knowledge of coral reefs?";"Do you have problems with color perception?";"If you wish to exercise your right of withdrawal, please contact Gita ALISA gitaalisa0808@gmail.com with the following code :"
"2161";2023-07-07;"Female";27;"Taiwan";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9b4571eb03146d7459bf359d239287d0"
"2162";2023-07-07;"Female";23;"United States";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_099682ca014aa1addd4361007fd22cc8"
"2163";2023-07-07;"Female";42;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_58d945fa2450fe9289d23d6467f3619e"
"2164";2023-07-07;"Male";53;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_32a719b0ea4cf45d53db54c887628702"
"2165";2023-07-07;"Female";10;"Australia";"None";"Only snorkeling";"Average";"No";"C_15_judge_77dbc7f097add803c98473198c78d852"
"2166";2023-07-07;"Male";28;"France";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_fa6d0f409500a9be0ce9cc77165e7332"
"2167";2023-07-07;"Male";27;"Switzerland";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_f84da2fe258d72324fece7d0d480320a"
"2168";2023-07-07;"Male";9;"Australia";"None";"Only snorkeling";"Average";"No";"C_15_judge_718176c01b325fc92131f744f19b5aa2"
"2169";2023-07-07;"Female";58;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_6670ccaf69eeb3f8a55307726d046da4"
"2170";2023-07-07;"Female";34;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d896d37d4bdb9290f6d666ae79185f1d"
"2171";2023-07-07;"Female";75;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_8dd92754f92711e8133174800222b55b"
"2172";2023-07-07;"Male";69;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_ff8beb4f7c61c1d0c4e11a31c1ef40e3"
"2173";2023-07-07;"Female";27;"Mexico";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_0301e9530b1fc0525fff12e93784a8f2"
"2174";2023-07-07;"Female";24;"United States";"Associate's and/or Bachelor's degree";"Only diving";"Average";"No";"C_15_judge_4fef932559fd8c86541722803c4669a4"
"2175";2023-07-07;"Female";29;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_5ffdbe03e0d291fc4e4ecc32f0db8c5d"
"2176";2023-07-07;"Female";32;"United States";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_2e0d92a9b3ff838b04cb69308d71f664"
"2177";2023-07-07;"Female";34;"Netherlands";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_ac43665918487b54aa7bec7e89ca6ad6"
"2178";2023-07-07;"Female";23;"South Africa";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e2c0576a43ffc096582e0981fc9d9343"
"2179";2023-07-07;"Female";24;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_5a6ccf01189255b5dd57a21db3071348"
"2180";2023-07-07;"Female";44;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_9be08c93c124d8eb46ab2fe205c42f2f"
"2181";2023-07-07;"Female";19;"United States";"High school graduate";"Never";"Low";"No";"C_15_judge_7700f46b74ba8bbb20d78187f9c60069"
"2182";2023-07-07;"Female";59;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_21d9fdd731e2c6707fefd8ac3891192c"
"2183";2023-07-07;"Female";55;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";NA
"2184";2023-07-08;"Female";52;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_95f7dd0fc0f980f1d444fdadf409e02c"
"2185";2023-07-08;"Female";29;"Australia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_6ea53f33d2667033ed9890216064a538"
"2186";2023-07-08;"Male";22;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_6fcf4ab973f22ab34bb154c6f4bfce99"
"2187";2023-07-08;"Female";28;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_2b544334cc921e91b48dc4ff2f9ada78"
"2188";2023-07-08;"Male";35;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7f6ad9916c55b9264320ada09e26286c"
"2189";2023-07-08;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_d78c3a52325d0ad2525c675480fcceeb"
"2190";2023-07-08;"Female";24;"United States";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_1c8b3c44d7f63a1fc16d8b353c3d15ca"
"2191";2023-07-08;"Male";55;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_8aa30fb43307ed8d19f0521cd3c3d844"
"2192";2023-07-08;"Male";33;"United States";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_12e4907032e076ffcbbcf1c91f1e3096"
"2193";2023-07-08;"Female";28;"United States";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_494f0253dd81110017e96c320ff3e6b5"
"2194";2023-07-08;"Female";27;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_62eda53caec5aa4001a5423a15225a22"
"2195";2023-07-08;"Male";71;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_8bdea56ab20befd804a4945b45d9fbcf"
"2196";2023-07-09;"Male";51;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_3df2113d521452c53aedbc1a8d97fc80"
"2197";2023-07-09;"Female";59;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_2c6ac69704a2743f2a0069948127c416"
"2198";2023-07-09;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_acf058a2e1d89ac028dfb010d8c056f1"
"2199";2023-07-09;"Male";35;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_e8abd7f572d7bd8e6d6b23f48b0e4b1f"
"2200";2023-07-09;"Female";38;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b66300b7f550bf0d0213004e85860eab"
"2201";2023-07-09;"Female";36;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_356fad7d02d3f1e6b8b674b32e636656"
"2202";2023-07-09;"Male";68;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_82f274ace499f95abfe60b2a6ff5a31b"
"2203";2023-07-09;"Female";21;"United States";"High school graduate";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_370c3c1847caf301a0b2864a0e1de8ee"
"2204";2023-07-09;"Female";22;"United States";"Associate's and/or Bachelor's degree";"Never";"Good";"No";"C_15_judge_d0c6d3581927708f4ef59811cda5d072"
"2205";2023-07-09;"Female";69;"Netherlands";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_327335afc82082895f6a31e77a177171"
"2206";2023-07-09;"Female";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_4f4f70f924f6a2cb307fb6f2bfeb899d"
"2207";2023-07-10;"Female";23;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_4c432c2d21f941238adac19ed8a6e9e5"
"2208";2023-07-10;"Female";55;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e73ff2b95f87485087ed0f22d13ae9e8"
"2209";2023-07-10;"Female";58;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_0e0e09ce31248aca5a4487005fffc08f"
"2210";2023-07-10;"Female";31;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_4dbdd085b46abc5c42f6e321c5a6d741"
"2211";2023-07-10;"Female";28;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_64024fd62edf773a3044cff8fa6109d0"
"2212";2023-07-10;"Female";37;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_f8c094d3d94dc5f7309813cef956bdf9"
"2213";2023-07-10;"Female";42;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_5aa3ef5799434929fe50f6394834cd47"
"2214";2023-07-10;"Male";51;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3ab262e54fd3b25542ba1674f03000b0"
"2215";2023-07-10;"Female";34;"Netherlands";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3c5e07357034cf579001a914c4ec5e42"
"2216";2023-07-10;"Male";64;"United States";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_0cab604481d350bb406d176aa422c234"
"2217";2023-07-10;"Female";50;"Australia";"Professional certificate";"Only snorkeling";"Good";"No";"C_15_judge_1d7f8fbd7c1f23a0dc79a93f123cde5d"
"2218";2023-07-10;"Female";40;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ad297c2079ceba95cd3a1b08f8e1792a"
"2219";2023-07-10;"Female";67;"Australia";"High school graduate";"Only snorkeling";"Average";"No";"C_15_judge_84165fc279b8a37e125951f1291628b1"
"2220";2023-07-10;"Female";28;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_530cf0eeb658d93298947c8ed4ed2fb9"
"2221";2023-07-10;"Female";31;"Australia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_107c21a177f2e5cea33d0f8420e332d6"
"2222";2023-07-10;"Female";54;"Australia";"High school graduate";"Both diving and snorkeling";"Good";"No";"C_15_judge_fc95ea6b34d52de41f5383e196e88e0a"
"2223";2023-07-10;"Male";26;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_87af5f680c40d22f92b2b27c91aa0903"
"2224";2023-07-10;"Male";70;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d1ffd78b3b26fcc2bc5a991f90cb20f2"
"2225";2023-07-10;"Female";33;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e560627b019f9f65dcd95c138efac09a"
"2226";2023-07-10;"Male";87;"Germany";"Professional certificate";"Only snorkeling";"Average";"No";"C_15_judge_360da3e14c572c413ab0c4f3f2134a10"
"2227";2023-07-10;"Female";40;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_006153add92ed8b1bbcb93432dae1352"
"2228";2023-07-10;"Male";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3902cc006fd2e4be83d9021d4f7f272c"
"2229";2023-07-10;"Female";75;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_32ea182f6bc657d8d8b5f18d69454d76"
"2230";2023-07-10;"Female";36;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_5341276b4794574ba5effb47673f0af1"
"2231";2023-07-10;"Female";42;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_507953b6202954e7137633dde176882a"
"2232";2023-07-10;"Female";25;"Spain";"Doctoral or Professional degree";"Only diving";"Average";"No";"C_15_judge_1a93222ad18bfa487c1246457c4706f6"
"2233";2023-07-10;"Female";26;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_310948e5a137a5c54a5a36804956e315"
"2234";2023-07-10;"Female";36;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_81277183aa0b768b84b7b44377181e58"
"2235";2023-07-10;"Female";32;"United States";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_f56eec8c511d97e0297d542baf7676dc"
"2236";2023-07-10;"Female";30;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_63c25ff5babcbfe70f48a2d206cc1c0b"
"2237";2023-07-10;"Male";69;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_1818ba8acc9cf6676f89e7d688b19e12"
"2238";2023-07-10;"Female";37;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_1910127edafd02f77e1d1abe05fdc149"
"2239";2023-07-10;"Male";41;"United States";"Master's degree";"Never";"Low";"No";"C_15_judge_f29ea4a687f5ecea14af11e3cbfad56c"
"2240";2023-07-10;"Male";40;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9877f838473e191a7ab397231574cdba"
"2241";2023-07-11;"Female";49;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_1eefffbf056a0b5c086d73ab94f0268d"
"2242";2023-07-11;"Female";39;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_fe6236c2a1e72613b92a36df4db2bea8"
"2243";2023-07-11;"Female";30;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_a9174ef6ec1998aff0d6408052a3f3d8"
"2244";2023-07-11;"Female";38;"Canada";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_61458e73b656c5d73b0be3cbcaa99465"
"2245";2023-07-11;"Male";34;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_80204665e5891e241ec89ee01c8afeb4"
"2246";2023-07-11;"Female";41;"United Kingdom";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_bd0536d62a73c4e3cc2dcbb85c74a040"
"2247";2023-07-11;"Female";52;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_95942f00b3eda47f87af201c505d3675"
"2248";2023-07-11;"Female";54;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_3420f4c6c58cadd0b78cd446eb63cab6"
"2249";2023-07-11;"Female";68;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_4efefe37a3f0b08f4134537cf1837f4d"
"2250";2023-07-11;"Female";49;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_e7e6b6200b1e77b406d13f5aa3c3972d"
"2251";2023-07-12;"Male";66;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_271ece726e4ec3656b0aa64ff3f1fb27"
"2252";2023-07-12;"Female";22;"South Africa";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_64fc4e7da05e83e274e1105a24400a5a"
"2253";2023-07-13;"Female";36;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_e122a70d64d08ca44482692a28d5f9c5"
"2254";2023-07-13;"Male";66;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_04e4e271f9cb3128f6737537c0c0bb6f"
"2255";2023-07-13;"Male";53;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_87a5fd900925484686c6bfd97c865151"
"2256";2023-07-13;"Male";52;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_8fba365660512834e8f10a3817b11b88"
"2257";2023-07-14;"Female";25;"Netherlands";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_71a5dbba51b0ce3c3bb6ce2c9885c51d"
"2258";2023-07-14;"Female";46;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_3c1d2d183d84789dc894af9afb219595"
"2259";2023-07-14;"Male";43;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_772dcf7f3e2c59e920a1b0d564906869"
"2260";2023-07-14;"Female";24;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_8a4f5d71972e1df0ea7d546224830a8a"
"2261";2023-07-14;"Female";58;"Taiwan";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_2ad7d6a87b3e9702158a877717013abc"
"2262";2023-07-14;"Male";32;"Poland";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_10adcb8f0d4178edb783aab1288b9027"
"2263";2023-07-14;"Male";76;"Germany";"High school graduate";"Never";"Poor";"No";"C_15_judge_c3848b4b23fd4d3cd5b828ccf948fe82"
"2264";2023-07-14;"Male";15;"Germany";"Professional certificate";"Never";"Poor";"No";"C_15_judge_3311d7613fb325b7c712dd8f03337124"
"2265";2023-07-14;"Female";33;"Germany";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_c0eec38c53905b55b4e220d35110a7f3"
"2266";2023-07-14;"Female";24;"Italy";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3db422a4bd610d9c2281dd76a44a0afa"
"2267";2023-07-15;"Female";32;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_67114b633f477c7ea3e5bc3cbbb82206"
"2268";2023-07-16;"Female";61;"Australia";"High school graduate";"Both diving and snorkeling";"Average";"No";"C_15_judge_40affb80da5a9e083095a2d5a8b09056"
"2269";2023-07-16;"Female";52;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4108799bba65bde8acaf9df7c84744ce"
"2270";2023-07-17;"Female";31;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_1c011d8afbe0025d3d17249515d67b7f"
"2271";2023-07-17;"Male";59;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_771168f60c2adf9ebd8fb45b3d92c106"
"2272";2023-07-17;"Female";57;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_8071d728ea13f83b7dc4456112bb8bfd"
"2273";2023-07-17;"Male";31;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_4baffe11f608433d852767bdcf88461e"
"2274";2023-07-17;"Female";27;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_d4b691a3a2d79479319308986f3c5a12"
"2275";2023-07-17;"Female";39;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_c3ad8f85cf41855e8d8d27dede3bec8b"
"2276";2023-07-17;"Male";42;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_129830dc12938b88206d10356f4f70d7"
"2277";2023-07-17;"Female";41;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_727759b371ba5afd6ff986e08305fb71"
"2278";2023-07-17;"Female";19;"United States";"High school graduate";"Both diving and snorkeling";"Average";"No";"C_15_judge_4d4bfbdd45dd801de71cef11c2bfdc81"
"2279";2023-07-17;"Female";19;"United States";"High school graduate";"Only snorkeling";"Good";"No";"C_15_judge_d26b757d770fdbd2f111a68140d2421e"
"2280";2023-07-17;"Male";34;"Indonesia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_71b6caf41e6549e902733629be3891c9"
"2281";2023-07-17;"Male";26;"United States";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_ca8af680a8fe5d3566f009631a69afdf"
"2282";2023-07-17;"Female";32;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_6d47b8d477e46d2104da1dac245cd47c"
